Year,Trimester,District,Neighbourhood,Average _rent,Price
370,2014,2,Gracia,la Vila de Gracia,average rent per surface (euro/m2),11.2
371,2014,2,Gracia,el Camp d'en Grassot i Gracia Nova,average rent per surface (euro/m2),10.72
372,2014,2,Horta-Guinardo,el Baix Guinardo,average rent per surface (euro/m2),9.7
373,2014,2,Horta-Guinardo,Can Baro,average rent per surface (euro/m2),8.95
374,2014,2,Horta-Guinardo,el Guinardo,average rent per surface (euro/m2),9.12
375,2014,2,Horta-Guinardo,la Font d'en Fargues,average rent per surface (euro/m2),9.31
376,2014,2,Horta-Guinardo,el Carmel,average rent per surface (euro/m2),9.0
377,2014,2,Horta-Guinardo,la Teixonera,average rent per surface (euro/m2),8.42
378,2014,2,Horta-Guinardo,Sant Genis dels Agudells,average rent per surface (euro/m2),7.92
379,2014,2,Horta-Guinardo,Montbau,average rent per surface (euro/m2),9.02
380,2014,2,Horta-Guinardo,la Vall d'Hebron,average rent per surface (euro/m2),9.78
381,2014,2,Horta-Guinardo,Horta,average rent per surface (euro/m2),8.67
382,2014,2,Nou Barris,Vilapicina i la Torre Llobeta,average rent per surface (euro/m2),9.19
383,2014,2,Nou Barris,Porta,average rent per surface (euro/m2),8.94
384,2014,2,Nou Barris,el Turo de la Peira,average rent per surface (euro/m2),7.96
385,2014,2,Nou Barris,Can Peguera,average rent per surface (euro/m2),6.57
386,2014,2,Nou Barris,la Guineueta,average rent per surface (euro/m2),8.15
387,2014,2,Nou Barris,Canyelles,average rent per surface (euro/m2),5.58
388,2014,2,Nou Barris,les Roquetes,average rent per surface (euro/m2),8.66
389,2014,2,Nou Barris,Verdun,average rent per surface (euro/m2),9.33
390,2014,2,Nou Barris,la Prosperitat,average rent per surface (euro/m2),9.08
391,2014,2,Nou Barris,la Trinitat Nova,average rent per surface (euro/m2),8.7
392,2014,2,Nou Barris,Torre Baro,average rent per surface (euro/m2),9.06
393,2014,2,Nou Barris,Ciutat Meridiana,average rent per surface (euro/m2),6.85
394,2014,2,Sant Andreu,la Trinitat Vella,average rent per surface (euro/m2),6.23
395,2014,2,Sant Andreu,Baro de Viver,average rent per surface (euro/m2),4.03
396,2014,2,Sant Andreu,el Bon Pastor,average rent per surface (euro/m2),7.86
397,2014,2,Sant Andreu,Sant Andreu,average rent per surface (euro/m2),9.33
398,2014,2,Sant Andreu,la Sagrera,average rent per surface (euro/m2),9.76
399,2014,2,Sant Andreu,el Congres i els Indians,average rent per surface (euro/m2),9.34
400,2014,2,Sant Andreu,Navas,average rent per surface (euro/m2),8.66
401,2014,2,Sant Marti,el Camp de l'Arpa del Clot,average rent per surface (euro/m2),9.61
402,2014,2,Sant Marti,el Clot,average rent per surface (euro/m2),10.11
403,2014,2,Sant Marti,el Parc i la Llacuna del Poblenou,average rent per surface (euro/m2),10.31
404,2014,2,Sant Marti,la Vila Olimpica del Poblenou,average rent per surface (euro/m2),14.44
405,2014,2,Sant Marti,el Poblenou,average rent per surface (euro/m2),10.36
406,2014,2,Sant Marti,Diagonal Mar i el Front Maritim del Poblenou,average rent per surface (euro/m2),10.7
407,2014,2,Sant Marti,el Besos i el Maresme,average rent per surface (euro/m2),7.8
408,2014,2,Sant Marti,Provencals del Poblenou,average rent per surface (euro/m2),10.01
409,2014,2,Sant Marti,Sant Marti de Provencals,average rent per surface (euro/m2),9.41
410,2014,2,Sant Marti,la Verneda i la Pau,average rent per surface (euro/m2),8.26
411,2014,3,Ciutat Vella,el Raval,average rent per surface (euro/m2),9.84
412,2014,3,Ciutat Vella,Gothic Quarter,average rent per surface (euro/m2),10.99
413,2014,3,Ciutat Vella,la Barceloneta,average rent per surface (euro/m2),15.54
414,2014,3,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",average rent per surface (euro/m2),11.59
415,2014,3,Eixample,Fort Pienc,average rent per surface (euro/m2),9.64
416,2014,3,Eixample,Sagrada Familia,average rent per surface (euro/m2),10.4
417,2014,3,Eixample,la Dreta de l'Eixample,average rent per surface (euro/m2),9.96
418,2014,3,Eixample,l'Antiga Esquerra de l'Eixample,average rent per surface (euro/m2),10.33
419,2014,3,Eixample,la Nova Esquerra de l'Eixample,average rent per surface (euro/m2),10.31
420,2014,3,Eixample,Sant Antoni,average rent per surface (euro/m2),9.97
421,2014,3,Sants-Montjuic,el Poble Sec,average rent per surface (euro/m2),10.08
422,2014,3,Sants-Montjuic,la Marina de Port,average rent per surface (euro/m2),7.86
423,2014,3,Sants-Montjuic,la Font de la Guatlla,average rent per surface (euro/m2),10.04
424,2014,3,Sants-Montjuic,Hostafrancs,average rent per surface (euro/m2),9.93
425,2014,3,Sants-Montjuic,la Bordeta,average rent per surface (euro/m2),8.85
426,2014,3,Sants-Montjuic,Sants - Badal,average rent per surface (euro/m2),9.98
427,2014,3,Sants-Montjuic,Sants,average rent per surface (euro/m2),9.82
428,2014,3,Les Corts,les Corts,average rent per surface (euro/m2),10.91
429,2014,3,Les Corts,la Maternitat i Sant Ramon,average rent per surface (euro/m2),10.44
430,2014,3,Les Corts,Pedralbes,average rent per surface (euro/m2),12.06
431,2014,3,Sarria-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",average rent per surface (euro/m2),8.78
432,2014,3,Sarria-Sant Gervasi,Sarria,average rent per surface (euro/m2),14.64
433,2014,3,Sarria-Sant Gervasi,les Tres Torres,average rent per surface (euro/m2),13.38
434,2014,3,Sarria-Sant Gervasi,Sant Gervasi - la Bonanova,average rent per surface (euro/m2),11.57
435,2014,3,Sarria-Sant Gervasi,Sant Gervasi - Galvany,average rent per surface (euro/m2),11.54
436,2014,3,Sarria-Sant Gervasi,el Putxet i el Farro,average rent per surface (euro/m2),10.76
437,2014,3,Gracia,Vallcarca i els Penitents,average rent per surface (euro/m2),10.08
438,2014,3,Gracia,el Coll,average rent per surface (euro/m2),8.85
439,2014,3,Gracia,la Salut,average rent per surface (euro/m2),9.49
440,2014,3,Gracia,la Vila de Gracia,average rent per surface (euro/m2),11.01
441,2014,3,Gracia,el Camp d'en Grassot i Gracia Nova,average rent per surface (euro/m2),10.45
442,2014,3,Horta-Guinardo,el Baix Guinardo,average rent per surface (euro/m2),9.26
443,2014,3,Horta-Guinardo,Can Baro,average rent per surface (euro/m2),9.18
444,2014,3,Horta-Guinardo,el Guinardo,average rent per surface (euro/m2),9.26
445,2014,3,Horta-Guinardo,la Font d'en Fargues,average rent per surface (euro/m2),9.58
446,2014,3,Horta-Guinardo,el Carmel,average rent per surface (euro/m2),8.47
447,2014,3,Horta-Guinardo,la Teixonera,average rent per surface (euro/m2),7.62
448,2014,3,Horta-Guinardo,Sant Genis dels Agudells,average rent per surface (euro/m2),7.71
449,2014,3,Horta-Guinardo,Montbau,average rent per surface (euro/m2),9.35
450,2014,3,Horta-Guinardo,la Vall d'Hebron,average rent per surface (euro/m2),9.11
451,2014,3,Horta-Guinardo,Horta,average rent per surface (euro/m2),8.92
452,2014,3,Nou Barris,Vilapicina i la Torre Llobeta,average rent per surface (euro/m2),8.61
453,2014,3,Nou Barris,Porta,average rent per surface (euro/m2),8.56
454,2014,3,Nou Barris,el Turo de la Peira,average rent per surface (euro/m2),7.44
455,2014,3,Nou Barris,Can Peguera,average rent per surface (euro/m2),3.54
456,2014,3,Nou Barris,la Guineueta,average rent per surface (euro/m2),8.3
457,2014,3,Nou Barris,Canyelles,average rent per surface (euro/m2),6.81
458,2014,3,Nou Barris,les Roquetes,average rent per surface (euro/m2),7.73
459,2014,3,Nou Barris,Verdun,average rent per surface (euro/m2),8.95
460,2014,3,Nou Barris,la Prosperitat,average rent per surface (euro/m2),8.49
461,2014,3,Nou Barris,la Trinitat Nova,average rent per surface (euro/m2),8.33
462,2014,3,Nou Barris,Ciutat Meridiana,average rent per surface (euro/m2),6.39
463,2014,3,Sant Andreu,la Trinitat Vella,average rent per surface (euro/m2),6.29
464,2014,3,Sant Andreu,el Bon Pastor,average rent per surface (euro/m2),7.68
465,2014,3,Sant Andreu,Sant Andreu,average rent per surface (euro/m2),9.11
466,2014,3,Sant Andreu,la Sagrera,average rent per surface (euro/m2),8.34
467,2014,3,Sant Andreu,el Congres i els Indians,average rent per surface (euro/m2),9.42
468,2014,3,Sant Andreu,Navas,average rent per surface (euro/m2),8.49
469,2014,3,Sant Marti,el Camp de l'Arpa del Clot,average rent per surface (euro/m2),9.77
470,2014,3,Sant Marti,el Clot,average rent per surface (euro/m2),9.23
471,2014,3,Sant Marti,el Parc i la Llacuna del Poblenou,average rent per surface (euro/m2),9.9
472,2014,3,Sant Marti,la Vila Olimpica del Poblenou,average rent per surface (euro/m2),13.56
473,2014,3,Sant Marti,el Poblenou,average rent per surface (euro/m2),10.4
474,2014,3,Sant Marti,Diagonal Mar i el Front Maritim del Poblenou,average rent per surface (euro/m2),12.49
475,2014,3,Sant Marti,el Besos i el Maresme,average rent per surface (euro/m2),6.84
476,2014,3,Sant Marti,Provencals del Poblenou,average rent per surface (euro/m2),9.1
477,2014,3,Sant Marti,Sant Marti de Provencals,average rent per surface (euro/m2),8.5
478,2014,3,Sant Marti,la Verneda i la Pau,average rent per surface (euro/m2),8.52
479,2014,4,Ciutat Vella,el Raval,average rent per surface (euro/m2),10.81
480,2014,4,Ciutat Vella,Gothic Quarter,average rent per surface (euro/m2),10.41
481,2014,4,Ciutat Vella,la Barceloneta,average rent per surface (euro/m2),16.14
482,2014,4,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",average rent per surface (euro/m2),11.09
483,2014,4,Eixample,Fort Pienc,average rent per surface (euro/m2),9.81
484,2014,4,Eixample,Sagrada Familia,average rent per surface (euro/m2),10.32
485,2014,4,Eixample,la Dreta de l'Eixample,average rent per surface (euro/m2),9.87
486,2014,4,Eixample,l'Antiga Esquerra de l'Eixample,average rent per surface (euro/m2),10.36
487,2014,4,Eixample,la Nova Esquerra de l'Eixample,average rent per surface (euro/m2),10.46
488,2014,4,Eixample,Sant Antoni,average rent per surface (euro/m2),9.94
489,2014,4,Sants-Montjuic,el Poble Sec,average rent per surface (euro/m2),10.2
490,2014,4,Sants-Montjuic,la Marina de Port,average rent per surface (euro/m2),8.66
491,2014,4,Sants-Montjuic,la Font de la Guatlla,average rent per surface (euro/m2),11.02
492,2014,4,Sants-Montjuic,Hostafrancs,average rent per surface (euro/m2),10.63
493,2014,4,Sants-Montjuic,la Bordeta,average rent per surface (euro/m2),9.37
494,2014,4,Sants-Montjuic,Sants - Badal,average rent per surface (euro/m2),9.77
495,2014,4,Sants-Montjuic,Sants,average rent per surface (euro/m2),10.06
496,2014,4,Les Corts,les Corts,average rent per surface (euro/m2),11.01
497,2014,4,Les Corts,la Maternitat i Sant Ramon,average rent per surface (euro/m2),10.54
498,2014,4,Les Corts,Pedralbes,average rent per surface (euro/m2),13.99
499,2014,4,Sarria-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",average rent per surface (euro/m2),15.88
500,2014,4,Sarria-Sant Gervasi,Sarria,average rent per surface (euro/m2),13.52
501,2014,4,Sarria-Sant Gervasi,les Tres Torres,average rent per surface (euro/m2),13.18
502,2014,4,Sarria-Sant Gervasi,Sant Gervasi - la Bonanova,average rent per surface (euro/m2),11.44
503,2014,4,Sarria-Sant Gervasi,Sant Gervasi - Galvany,average rent per surface (euro/m2),11.62
504,2014,4,Sarria-Sant Gervasi,el Putxet i el Farro,average rent per surface (euro/m2),10.94
505,2014,4,Gracia,Vallcarca i els Penitents,average rent per surface (euro/m2),10.55
506,2014,4,Gracia,el Coll,average rent per surface (euro/m2),9.61
507,2014,4,Gracia,la Salut,average rent per surface (euro/m2),10.21
508,2014,4,Gracia,la Vila de Gracia,average rent per surface (euro/m2),11.2
509,2014,4,Gracia,el Camp d'en Grassot i Gracia Nova,average rent per surface (euro/m2),10.07
510,2014,4,Horta-Guinardo,el Baix Guinardo,average rent per surface (euro/m2),9.63
511,2014,4,Horta-Guinardo,Can Baro,average rent per surface (euro/m2),9.62
512,2014,4,Horta-Guinardo,el Guinardo,average rent per surface (euro/m2),9.01
513,2014,4,Horta-Guinardo,la Font d'en Fargues,average rent per surface (euro/m2),8.82
514,2014,4,Horta-Guinardo,el Carmel,average rent per surface (euro/m2),8.66
515,2014,4,Horta-Guinardo,la Teixonera,average rent per surface (euro/m2),8.85
516,2014,4,Horta-Guinardo,Sant Genis dels Agudells,average rent per surface (euro/m2),7.69
517,2014,4,Horta-Guinardo,Montbau,average rent per surface (euro/m2),9.26
518,2014,4,Horta-Guinardo,la Vall d'Hebron,average rent per surface (euro/m2),10.67
519,2014,4,Horta-Guinardo,Horta,average rent per surface (euro/m2),9.3
520,2014,4,Nou Barris,Vilapicina i la Torre Llobeta,average rent per surface (euro/m2),8.59
521,2014,4,Nou Barris,Porta,average rent per surface (euro/m2),8.49
522,2014,4,Nou Barris,el Turo de la Peira,average rent per surface (euro/m2),8.19
523,2014,4,Nou Barris,la Guineueta,average rent per surface (euro/m2),8.3
524,2014,4,Nou Barris,Canyelles,average rent per surface (euro/m2),7.7
525,2014,4,Nou Barris,les Roquetes,average rent per surface (euro/m2),8.46
526,2014,4,Nou Barris,Verdun,average rent per surface (euro/m2),9.51
527,2014,4,Nou Barris,la Prosperitat,average rent per surface (euro/m2),8.97
528,2014,4,Nou Barris,la Trinitat Nova,average rent per surface (euro/m2),8.03
529,2014,4,Nou Barris,Ciutat Meridiana,average rent per surface (euro/m2),6.17
530,2014,4,Sant Andreu,la Trinitat Vella,average rent per surface (euro/m2),7.13
531,2014,4,Sant Andreu,el Bon Pastor,average rent per surface (euro/m2),8.55
532,2014,4,Sant Andreu,Sant Andreu,average rent per surface (euro/m2),8.94
533,2014,4,Sant Andreu,la Sagrera,average rent per surface (euro/m2),8.98
534,2014,4,Sant Andreu,el Congres i els Indians,average rent per surface (euro/m2),9.03
535,2014,4,Sant Andreu,Navas,average rent per surface (euro/m2),9.24
536,2014,4,Sant Marti,el Camp de l'Arpa del Clot,average rent per surface (euro/m2),9.62
537,2014,4,Sant Marti,el Clot,average rent per surface (euro/m2),9.47
538,2014,4,Sant Marti,el Parc i la Llacuna del Poblenou,average rent per surface (euro/m2),9.66
539,2014,4,Sant Marti,la Vila Olimpica del Poblenou,average rent per surface (euro/m2),12.25
540,2014,4,Sant Marti,el Poblenou,average rent per surface (euro/m2),10.19
541,2014,4,Sant Marti,Diagonal Mar i el Front Maritim del Poblenou,average rent per surface (euro/m2),11.49
542,2014,4,Sant Marti,el Besos i el Maresme,average rent per surface (euro/m2),8.09
543,2014,4,Sant Marti,Provencals del Poblenou,average rent per surface (euro/m2),10.03
544,2014,4,Sant Marti,Sant Marti de Provencals,average rent per surface (euro/m2),8.86
545,2014,4,Sant Marti,la Verneda i la Pau,average rent per surface (euro/m2),8.14
546,2015,1,Ciutat Vella,el Raval,average rent (euro/month),601.31
547,2015,1,Ciutat Vella,Gothic Quarter,average rent (euro/month),756.68
548,2015,1,Ciutat Vella,la Barceloneta,average rent (euro/month),581.34
549,2015,1,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",average rent (euro/month),697.16
550,2015,1,Eixample,Fort Pienc,average rent (euro/month),753.76
551,2015,1,Eixample,Sagrada Familia,average rent (euro/month),679.03
552,2015,1,Eixample,la Dreta de l'Eixample,average rent (euro/month),957.55
553,2015,1,Eixample,l'Antiga Esquerra de l'Eixample,average rent (euro/month),859.64
554,2015,1,Eixample,la Nova Esquerra de l'Eixample,average rent (euro/month),766.18
555,2015,1,Eixample,Sant Antoni,average rent (euro/month),740.41
556,2015,1,Sants-Montjuic,el Poble Sec,average rent (euro/month),578.76
557,2015,1,Sants-Montjuic,la Marina de Port,average rent (euro/month),492.49
558,2015,1,Sants-Montjuic,la Font de la Guatlla,average rent (euro/month),728.25
559,2015,1,Sants-Montjuic,Hostafrancs,average rent (euro/month),614.15
560,2015,1,Sants-Montjuic,la Bordeta,average rent (euro/month),621.71
561,2015,1,Sants-Montjuic,Sants - Badal,average rent (euro/month),606.48
562,2015,1,Sants-Montjuic,Sants,average rent (euro/month),616.05
563,2015,1,Les Corts,les Corts,average rent (euro/month),822.36
564,2015,1,Les Corts,la Maternitat i Sant Ramon,average rent (euro/month),727.99
565,2015,1,Les Corts,Pedralbes,average rent (euro/month),1250.83
566,2015,1,Sarria-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",average rent (euro/month),1335.71
567,2015,1,Sarria-Sant Gervasi,Sarria,average rent (euro/month),917.13
568,2015,1,Sarria-Sant Gervasi,les Tres Torres,average rent (euro/month),1335.63
569,2015,1,Sarria-Sant Gervasi,Sant Gervasi - la Bonanova,average rent (euro/month),954.0
570,2015,1,Sarria-Sant Gervasi,Sant Gervasi - Galvany,average rent (euro/month),1088.66
571,2015,1,Sarria-Sant Gervasi,el Putxet i el Farro,average rent (euro/month),758.44
572,2015,1,Gracia,Vallcarca i els Penitents,average rent (euro/month),777.25
573,2015,1,Gracia,el Coll,average rent (euro/month),576.44
574,2015,1,Gracia,la Salut,average rent (euro/month),673.2
575,2015,1,Gracia,la Vila de Gracia,average rent (euro/month),707.17
576,2015,1,Gracia,el Camp d'en Grassot i Gracia Nova,average rent (euro/month),701.69
577,2015,1,Horta-Guinardo,el Baix Guinardo,average rent (euro/month),653.16
578,2015,1,Horta-Guinardo,Can Baro,average rent (euro/month),521.06
579,2015,1,Horta-Guinardo,el Guinardo,average rent (euro/month),601.06
580,2015,1,Horta-Guinardo,la Font d'en Fargues,average rent (euro/month),733.81
581,2015,1,Horta-Guinardo,el Carmel,average rent (euro/month),485.74
